nombre|stock|precio|marca|link|hora|fecha
Leche Parcialmente Descremada Ultrapasteurizada  1%  La Martona 1 Lt.|220|117.10|LA MARTONA|https://diaonline.supermercadosdia.com.ar/leche-parcialmente-descremada-ultrapasteurizada-1--la-martona-1-lt-283292/p|01:24:45|2022-03-20
Yogur Entero La Serenísima Frutilla 900 Ml.|39|166.50|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/yogur-entero-la-serenisima-frutilla-900-ml-283204/p|01:24:45|2022-03-20
Yogur Entero La Serenísima Vainilla 900 Ml.|59|166.50|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/yogur-entero-la-serenisima-vainilla-900-ml-283203/p|01:24:45|2022-03-20
Yogur Descremado Bebible Yogs Vida Frutilla y Kiwi 1 Lt.|14|245.00|YOGS|https://diaonline.supermercadosdia.com.ar/yogur-descremado-bebible-yogs-vida-frutilla-y-kiwi-1-lt-283013/p|01:24:45|2022-03-20
Queso Untable Garcia fortificado 290 Gr.|49|190.50|GARCIA|https://diaonline.supermercadosdia.com.ar/queso-untable-garcia-fortificado-290-gr-279365/p|01:24:45|2022-03-20
Yogur Descremado Tregar Frutilla 125 Gr.|27|47.70|TREGAR|https://diaonline.supermercadosdia.com.ar/yogur-descremado-tregar-frutilla-125-gr-278414/p|01:24:45|2022-03-20
Yogur Entero Tregar con Ananá 160 Gr.|29|88.99|TREGAR|https://diaonline.supermercadosdia.com.ar/yogur-entero-tregar-con-anana-160-gr-278413/p|01:24:45|2022-03-20
Yogur Entero Bebible Milkaut Vainilla 1,25 Kg.|21|222.00|MILKAUT|https://diaonline.supermercadosdia.com.ar/yogur-entero-bebible-milkaut-vainilla-125-kg-278271/p|01:24:45|2022-03-20
Leche Entera Las Serenísima en polvo 200 Gr.|75|184.63|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/leche-entera-las-serenisima-en-polvo-200-gr-277953/p|01:24:45|2022-03-20
Yogur Entero Tregar Frutilla 125 Gr.|48|44.50|TREGAR|https://diaonline.supermercadosdia.com.ar/yogur-entero-tregar-frutilla-125-gr-277343/p|01:24:45|2022-03-20
Queso Untable Light Casancrem Intenso 290 Gr.|49|301.00|CASANCREM|https://diaonline.supermercadosdia.com.ar/queso-untable-light-casancrem-intenso-290-gr-276522/p|01:24:45|2022-03-20
Yogur Entero Bebible Yogs Frutilla 1 Lt.|18|245.00|YOGS|https://diaonline.supermercadosdia.com.ar/yogur-entero-bebible-yogs-frutilla-1-lt-276400/p|01:24:45|2022-03-20
Yogur Entero Bebible Yogs Vainilla 1 Lt.|10|245.00|YOGS|https://diaonline.supermercadosdia.com.ar/yogur-entero-bebible-yogs-vainilla-1-lt-276399/p|01:24:45|2022-03-20
Flan Casero Sancor Dulce de Leche 230 Gr.|35|180.00|SANCOR|https://diaonline.supermercadosdia.com.ar/flan-casero-sancor-dulce-de-leche-230-gr-275238/p|01:24:45|2022-03-20
Yogur Entero Bebible Yogs Frutilla 900 Gr.|25|222.00|YOGS|https://diaonline.supermercadosdia.com.ar/yogur-entero-bebible-yogs-frutilla-900-gr-275237/p|01:24:45|2022-03-20
Yogur Bebible Descremado Yogs Vainilla 1 Lt.|27|245.00|YOGS|https://diaonline.supermercadosdia.com.ar/yogur-bebible-descremado-yogs-vainilla-1-lt-275040/p|01:24:45|2022-03-20
Leche Multidefensas La Serenísima 3% 1 Lt.|148|131.80|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/leche-multidefensas-la-serenisima-3--1-lt-274565/p|01:24:45|2022-03-20
Yogur Griego Yogurísimo Frutillas a la Crema 125 Gr.|76|145.00|YOGURISIMO|https://diaonline.supermercadosdia.com.ar/yogur-griego-yogurisimo-frutillas-a-la-crema-125-gr-274459/p|01:24:45|2022-03-20
Queso Cremón La Serenísima Original 280 Gr.|54|159.00|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-cremon-la-serenisima-original-280-gr-274284/p|01:24:45|2022-03-20
Crema de Leche La Serenísima para cocinar 330 Gr.|42|299.95|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/crema-de-leche-la-serenisima-para-cocinar-330-gr-274209/p|01:24:45|2022-03-20
Queso Cremoso La Paulina Doble Crema x 1 Kg.|5|949|LA PAULINA|https://diaonline.supermercadosdia.com.ar/queso-cremoso-la-paulina-doble-crema-x-1-kg-274083/p|01:24:45|2022-03-20
Producto Untable a base de crema Armonía 200 Gr.|37|195.04|ARMONIA|https://diaonline.supermercadosdia.com.ar/producto-untable-a-base-de-crema-armonia-200-gr-273942/p|01:24:45|2022-03-20
Queso Crema Casancrem Intenso Ciboulette 200 Gr.|27|156.00|CASANCREM|https://diaonline.supermercadosdia.com.ar/queso-crema-casancrem-intenso-ciboulette-200-gr-273899/p|01:24:45|2022-03-20
Leche Condensada Nestlé 395 Gr.|69|272.49|NESTLE|https://diaonline.supermercadosdia.com.ar/leche-condensada-nestle-395-gr-273453/p|01:24:45|2022-03-20
Queso Untable Finlandia Clásico 180 Gr.|51|254.55|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-untable-finlandia-clasico-180-gr-273245/p|01:24:45|2022-03-20
Queso Rallado La Serenísima 175 Gr.|43|540.50|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-rallado-la-serenisima-175-gr-273232/p|01:24:45|2022-03-20
